datetime,Open,High,Low,Close,Volume
8/6/2024 14:35,188.78,188.85,188.73,188.73,19352
8/6/2024 14:30,188.6,188.81,188.54,188.78,22542
8/6/2024 14:25,188.75,188.76,188.59,188.6,24541
8/6/2024 14:20,188.51,188.8,188.49,188.76,19040
8/6/2024 14:15,188.145,188.55,188.1,188.51,26100
8/6/2024 14:10,188.195,188.29,188.1,188.12,23703
8/6/2024 14:05,188.315,188.35,188.05,188.2,33939
8/6/2024 14:00,188.495,188.51,188.28,188.34,51661
8/6/2024 13:55,188.42,188.52,188.24,188.495,81063
8/6/2024 13:50,188.26,188.42,188.24,188.41,24671
8/6/2024 13:45,188.15,188.255,188.015,188.24,24174
8/6/2024 13:40,188.1,188.19,187.99,188.16,20632
8/6/2024 13:35,188.04,188.15,187.955,188.085,20952
8/6/2024 13:30,187.82,188.08,187.82,188.04,24004
8/6/2024 13:25,187.66,187.86,187.65,187.8,28330
8/6/2024 13:20,187.45,187.71,187.44,187.605,15821
8/6/2024 13:15,187.48,187.62,187.38,187.38,23756
8/6/2024 13:10,187.44,187.53,187.37,187.44,20929
8/6/2024 13:05,187.15,187.46,187.07,187.458,33408
8/6/2024 13:00,187.3,187.3,187.13,187.14,32565
8/6/2024 12:55,187.38,187.47,187.27,187.27,18426
8/6/2024 12:50,186.88,187.44,186.88,187.38,21950
8/6/2024 12:45,186.81,187.05,186.795,186.885,20280
8/6/2024 12:40,186.87,186.91,186.8,186.8,16939
8/6/2024 12:35,186.55,186.88,186.53,186.86,37575
8/6/2024 12:30,186.6,186.681,186.58,186.58,11610
8/6/2024 12:25,186.77,186.77,186.545,186.61,16830
8/6/2024 12:20,187.16,187.16,186.74,186.79,14649
8/6/2024 12:15,186.87,187.23,186.87,187.145,27731
8/6/2024 12:10,186.65,186.91,186.5,186.88,33307
8/6/2024 12:05,186.65,186.8,186.55,186.6,22808
8/6/2024 12:00,186.73,186.79,186.58,186.755,19268
8/6/2024 11:55,186.37,186.76,186.37,186.66,20845
8/6/2024 11:50,186.44,186.64,186.335,186.45,16906
8/6/2024 11:45,186.27,186.41,186.03,186.41,19837
8/6/2024 11:40,186.25,186.42,186.08,186.27,16823
8/6/2024 11:35,185.99,186.33,185.88,186.19,20137
8/6/2024 11:30,185.655,186.1,185.59,185.93,43330
8/6/2024 11:25,185.97,186.22,185.62,185.69,21871
8/6/2024 11:20,186.271,186.271,185.93,185.97,24611
8/6/2024 11:15,186.42,186.45,186.19,186.24,20572
8/6/2024 11:10,186.57,186.62,186.25,186.44,28804
8/6/2024 11:05,186.685,186.79,186.5,186.599,25152
8/6/2024 11:00,186.61,186.72,186.37,186.58,22348
8/6/2024 10:55,186.7,186.76,186.413,186.45,33477
8/6/2024 10:50,186.855,186.92,186.68,186.74,19165
8/6/2024 10:45,186.43,186.95,186.411,186.855,39107
8/6/2024 10:40,186.365,186.59,186.365,186.41,26287
8/6/2024 10:35,186.12,186.68,185.96,186.35,28624
8/6/2024 10:30,185.96,186.09,185.63,186.09,21101
8/6/2024 10:25,186.35,186.47,185.87,185.875,32696
8/6/2024 10:20,186.16,186.437,186,186.437,19504
8/6/2024 10:15,186.13,186.4,185.904,186.18,26717
8/6/2024 10:10,186.37,186.43,185.9,186.11,20457
8/6/2024 10:05,185.91,186.45,185.71,186.45,42703
8/6/2024 10:00,185.515,185.97,185.34,185.91,36885
8/6/2024 9:55,185.824,186,185.43,185.43,44359
8/6/2024 9:50,184.908,186.1,184.87,185.915,42938
8/6/2024 9:45,184.76,185.23,184.57,184.875,33209
8/6/2024 9:40,184.721,184.99,183.99,184.86,32271
8/6/2024 9:35,184.38,184.91,184.03,184.79,31640
8/6/2024 9:30,184.7,184.98,183.64,184.625,88167
8/6/2024 9:25,183.9,184.49,183.5,184.49,768
8/6/2024 9:20,183.9,183.9,183.9,183.9,75
8/6/2024 9:15,183.89,184,183.7,183.85,205
8/6/2024 9:10,184,184,183.5,183.89,46
8/6/2024 9:05,183.6,184,183.5,183.99,147
8/6/2024 9:00,183.92,184,183.5,184,33
8/6/2024 8:55,183.9,183.9,183.9,183.9,150
8/6/2024 8:50,184.6,184.6,184,184,376
8/6/2024 8:45,184,184.5,184,184.07,45
8/6/2024 8:40,183.88,184.4,183.88,184.29,6
8/6/2024 8:35,183.29,184.2,183.29,183.87,93
8/6/2024 8:25,183.94,184.29,183.27,183.31,155
8/6/2024 8:20,183.81,183.88,183.45,183.88,2129
8/6/2024 8:15,184,184,183.87,183.87,6
8/6/2024 8:10,183.48,183.89,183.45,183.89,178
8/6/2024 8:05,183.31,184.088,183.31,183.45,642
8/6/2024 8:00,184.246,184.7,183.1,183.31,600
8/6/2024 7:45,184.01,184.01,184.01,184.01,17
8/6/2024 7:40,184.17,184.21,184.01,184.17,237
8/6/2024 7:35,184.19,184.22,184.19,184.22,26
8/6/2024 7:30,184.01,184.19,183.97,184.14,388
8/6/2024 7:25,183.93,184,183.64,184,203
8/6/2024 7:20,183.93,183.93,183.93,183.93,36
8/6/2024 7:15,183.79,183.94,183.79,183.93,110
8/6/2024 7:10,183.48,183.79,183.43,183.79,195
8/6/2024 7:05,183.75,183.79,183.75,183.75,180
8/6/2024 7:00,183.56,183.91,183.3,183.6,496
8/6/2024 6:50,183.64,183.64,183.41,183.41,28
8/6/2024 6:40,183.6,183.75,183.6,183.75,10
8/6/2024 6:30,183.24,183.36,183.24,183.35,238
8/6/2024 6:25,183.09,183.29,183.09,183.29,100
8/6/2024 6:20,183.08,183.08,182.38,182.38,4
8/6/2024 6:15,183.1,183.1,183.1,183.1,2
8/6/2024 6:10,183.26,183.26,182.3,183.26,7
8/6/2024 5:55,182.94,183.1,182.94,183.1,98
8/6/2024 5:50,182.68,183.07,182.68,183.07,69
8/6/2024 5:45,182.68,182.68,182.08,182.08,35
8/6/2024 5:40,183.5,183.5,182.06,182.7,544
8/6/2024 5:20,183.67,183.67,183.5,183.5,8
8/6/2024 5:15,184,184,183.98,183.98,3
8/6/2024 5:10,184.04,184.23,183.81,184.14,103
8/6/2024 5:00,183.5,183.55,183.3,183.55,36
8/6/2024 4:50,183.98,184.18,183.95,184.03,622
8/6/2024 4:45,183.95,183.99,183.95,183.99,15
8/6/2024 4:40,183.8,183.9,183.77,183.9,236
8/6/2024 4:30,183.79,183.84,183.79,183.84,22
8/6/2024 4:20,183.76,183.8,183.52,183.52,14
8/6/2024 4:15,183.85,184.23,183.66,183.66,103
8/6/2024 4:10,184.24,184.29,184.08,184.25,204
8/6/2024 4:05,184.07,184.07,184.07,184.07,5
8/6/2024 4:00,183.72,184.25,183.72,183.73,29
8/5/2024 19:55,184.75,185,184.7,184.73,3089
8/5/2024 19:50,184.51,184.7,184.51,184.7,64
8/5/2024 19:45,184.44,184.44,184.44,184.44,5
8/5/2024 19:40,184.7,184.7,183.9,184.41,8
8/5/2024 19:35,183.73,184.94,183.73,184.7,58
8/5/2024 19:25,184.36,184.5,184.36,184.5,13
8/5/2024 19:20,184.5,184.5,184.39,184.39,101
8/5/2024 19:15,183.9,184.7,183.9,184.65,64
8/5/2024 19:10,184.2,184.804,184.2,184.804,260
8/5/2024 19:05,184.17,184.2,184.17,184.2,108
8/5/2024 19:00,183.31,183.72,183.31,183.72,747879
8/5/2024 18:55,184.2,184.2,184.2,184.2,5
8/5/2024 18:50,183.91,183.91,183.91,183.91,37
8/5/2024 18:45,184.99,184.99,183.91,183.91,3
8/5/2024 18:30,183.31,184.99,183.31,183.9,748044
8/5/2024 18:25,184.22,185,184.22,185,159
8/5/2024 18:15,183.9,184.5,183.9,183.9,49
8/5/2024 18:10,184.24,184.24,183.711,183.9,14
8/5/2024 18:05,184,184.1,183.71,184.1,1736
8/5/2024 18:00,183.99,184,183.71,183.71,72
8/5/2024 17:55,183.711,183.99,183.711,183.99,17
8/5/2024 17:50,183.71,183.98,183.71,183.98,4
8/5/2024 17:45,183.71,183.71,183.71,183.71,2
8/5/2024 17:35,183.98,183.98,183.71,183.71,42
8/5/2024 17:30,183.71,183.99,183.71,183.98,90
8/5/2024 17:25,183.99,183.99,183.31,183.98,248
8/5/2024 17:20,183.83,183.97,183.83,183.97,22
8/5/2024 17:10,183.98,183.98,183.716,183.716,213
8/5/2024 17:05,183.71,183.989,183.71,183.989,102
8/5/2024 17:00,183.93,183.99,183.9,183.99,88
8/5/2024 16:55,183.62,183.89,183.62,183.7,124
8/5/2024 16:50,183.98,183.98,183.62,183.621,3
8/5/2024 16:45,183.31,183.98,183.31,183.98,1498
8/5/2024 16:40,183.6,183.62,183.6,183.62,2
8/5/2024 16:35,183.62,183.62,183.6,183.6,55
8/5/2024 16:30,183.62,183.62,183.62,183.62,1
8/5/2024 16:25,183.34,183.34,183.31,183.31,2
8/5/2024 16:20,183.31,184.65,183.31,183.625,26094
8/5/2024 16:15,183.31,183.32,183,183.31,8
8/5/2024 16:10,183.31,183.64,182.6,183.62,747877
8/5/2024 16:05,183.31,183.55,183.288,183.5,29059
8/5/2024 16:00,183.35,184.65,183.29,183.31,1686775
8/5/2024 15:55,182.9,183.45,182.85,183.35,300159
8/5/2024 15:50,182.55,183.22,182.55,182.85,128679
8/5/2024 15:45,182.78,182.81,182.5,182.59,92561
8/5/2024 15:40,182.99,183.09,182.79,182.82,47523
8/5/2024 15:35,182.95,183.16,182.935,183,39055
8/5/2024 15:30,182.93,183.018,182.78,182.93,50765
8/5/2024 15:25,182.935,183.01,182.64,182.892,98024
8/5/2024 15:20,182.91,183.12,182.815,182.96,45035
8/5/2024 15:15,182.81,182.91,182.671,182.88,29629
8/5/2024 15:10,182.72,182.94,182.615,182.83,34085
8/5/2024 15:05,182.94,182.95,182.63,182.66,22781
8/5/2024 15:00,182.86,183.06,182.685,182.88,26837
8/5/2024 14:55,182.95,183.04,182.77,182.86,24028
8/5/2024 14:50,182.9,183.24,182.9,182.965,26783
8/5/2024 14:45,183.05,183.08,182.79,182.86,30920
8/5/2024 14:40,183.08,183.18,182.94,183.06,25537
8/5/2024 14:35,183.26,183.45,183.08,183.1,17461
8/5/2024 14:30,183.44,183.55,183.28,183.31,25773
8/5/2024 14:25,183.358,183.555,183.29,183.48,41295
8/5/2024 14:20,183.51,183.55,183.355,183.36,68591
8/5/2024 14:15,183.404,183.58,183.31,183.45,29426
8/5/2024 14:10,183.69,183.725,183.34,183.47,19619
8/5/2024 14:05,183.795,183.9,183.628,183.73,37691
8/5/2024 14:00,183.92,184,183.7,183.795,55304
8/5/2024 13:55,183.85,184,183.74,183.89,40169
8/5/2024 13:50,183.99,184.125,183.8,183.845,34538
8/5/2024 13:45,184.165,184.21,183.87,183.916,24273
8/5/2024 13:40,184.18,184.45,184.06,184.13,28272
8/5/2024 13:35,184.31,184.46,184.08,184.18,18899
8/5/2024 13:30,184.24,184.41,184.16,184.34,22750
8/5/2024 13:25,184.3,184.548,184.24,184.32,26468
8/5/2024 13:20,184.205,184.44,184.15,184.26,19731
8/5/2024 13:15,184.05,184.29,184.001,184.195,19790
8/5/2024 13:10,184.1,184.23,183.87,184.03,16703
8/5/2024 13:05,184.01,184.3,183.82,184.1,29848
8/5/2024 13:00,184.35,184.5,184.04,184.067,16380
8/5/2024 12:55,184.04,184.48,184,184.385,27890
8/5/2024 12:50,184.08,184.2,183.9,184.12,23331
8/5/2024 12:45,184.49,184.49,184.11,184.11,22936
8/5/2024 12:40,184.43,184.66,184.27,184.49,26234
8/5/2024 12:35,184.59,184.76,184.32,184.48,28027
8/5/2024 12:30,184.73,184.76,184.47,184.61,28591
8/5/2024 12:25,184.47,184.77,184.13,184.68,39368
8/5/2024 12:20,184.4,184.58,184.31,184.48,21202
8/5/2024 12:15,184.5,184.53,184.305,184.46,22391
8/5/2024 12:10,184.635,184.635,184.31,184.49,11834
8/5/2024 12:05,184.54,184.77,184.36,184.68,24467
8/5/2024 12:00,184.585,184.779,184.33,184.52,26398
8/5/2024 11:55,184.3,184.66,184.225,184.59,19228
8/5/2024 11:50,184.28,184.47,184.04,184.29,22578
8/5/2024 11:45,184.22,184.53,184.14,184.36,37595
8/5/2024 11:40,184.35,184.61,184.06,184.14,40509
8/5/2024 11:35,184.67,184.67,184.19,184.5,24599
8/5/2024 11:30,184.025,184.9,183.89,184.74,53250
8/5/2024 11:25,183.9,184.23,183.762,183.99,39938
8/5/2024 11:20,183.27,184.03,183,184.03,55111
8/5/2024 11:15,183.1,183.6,182.95,183.42,181372
8/5/2024 11:10,182.96,183.38,182.76,183.1,59730
8/5/2024 11:05,182.523,183.1,182.24,182.985,48098
8/5/2024 11:00,182.42,182.93,182.33,182.49,36032
8/5/2024 10:55,182.7,182.782,182.12,182.365,49315
8/5/2024 10:50,182.49,183.09,182.249,182.75,37752
8/5/2024 10:45,182.87,183.42,182.435,182.5,44709
8/5/2024 10:40,182.86,183.365,182.61,182.722,51618
8/5/2024 10:35,183.225,183.445,182.9,182.95,52437
8/5/2024 10:30,182.72,183.34,182.5,183.26,38588
8/5/2024 10:25,183.02,183.465,182.68,182.73,40792
8/5/2024 10:20,183.37,183.63,182.9,183.11,81524
8/5/2024 10:15,183.81,183.81,183.18,183.435,45284
8/5/2024 10:10,184.07,184.47,183.82,183.91,34816
8/5/2024 10:05,184.58,184.644,183.99,184.18,85244
8/5/2024 10:00,182.74,185.255,182.6,184.675,93297
8/5/2024 9:55,182.44,182.98,182.31,182.7,47487
8/5/2024 9:50,183.62,183.84,182.4,182.655,45489
8/5/2024 9:45,183.18,184.18,182.99,183.45,89952
8/5/2024 9:40,183.87,184.88,183.17,183.355,83595
8/5/2024 9:35,182.38,184.17,181.81,183.98,76615
8/5/2024 9:30,184.55,184.88,182.19,182.19,347164
8/5/2024 9:25,183.45,185.79,183.43,185.79,7172
8/5/2024 9:20,183.13,183.8,182,183.45,1568
8/5/2024 9:15,183.98,183.99,182.19,183.7,1130
8/5/2024 9:10,183.49,184,182.7,183.99,602
8/5/2024 9:05,183.87,184,182.295,184,1842
8/5/2024 9:00,182.02,183.9,181.95,182.2,1645
8/5/2024 8:55,181.8,182.6,181.8,182.57,4237
8/5/2024 8:50,182.19,182.44,181.77,182,3630
8/5/2024 8:45,182.19,182.99,182.01,182.19,3952
8/5/2024 8:40,182.95,184.3,182.27,183,2378
8/5/2024 8:35,182.64,182.95,182.19,182.9,2844
8/5/2024 8:30,182.26,182.7,181.81,181.865,4080
8/5/2024 8:25,182.3,182.81,182.19,182.41,1515
8/5/2024 8:20,182.84,182.91,182.12,182.31,3947
8/5/2024 8:15,183.71,183.73,182.34,182.86,1563
8/5/2024 8:10,184.8,184.84,183.46,183.73,3882
8/5/2024 8:05,189.12,189.12,183.9,184.36,1998
8/5/2024 8:00,184.4,189.12,175.95,184.55,5914
8/5/2024 7:55,184.67,185.02,184.52,184.64,533
8/5/2024 7:50,184.96,185.12,184.6,185.01,723
8/5/2024 7:45,184.75,185,184.52,185,407
8/5/2024 7:40,185,185,184.52,184.6,468
8/5/2024 7:35,185.1,185.2,184.74,185,895
8/5/2024 7:30,185,185.13,184.61,185.1,347
